a,b,y
"The 16 remaining shareholders were Frances Bannister ( 75 shares ) , George Truog ( 30 shares ) and Joseph Stenger ( 8 shares ) .","Among the remaining 16 shareholders were Joseph Stenger ( 75 shares ) , George Truog ( 30 shares ) and Frances Bannister ( 8 shares ) .",0
The 1927 Colgate football team represented Colgate University in the 1927 college football season .,The 1927 Colgate University Football team represent Colgate in the College - Football - Season 1927 .,0
The affine scaling direction can be used to choose a heuristic to adaptively define the centering parameter as,The affine scaling direction can be used to define a heuristic to adaptively the centering parameter as :,0
"It is about southeast of White Cap Mountain , 2 miles southwest of Baker Mountain , and 5 miles west of Moosehead Lake .","It is located southeast of Moosehead Lake , 2 miles southwest of Baker Mountain and 5 miles west of White Cap Mountain .",0
"Otto Müller died on December 9 , 1979 as a result of a serious lung disease at the Carl von Basedow - Clinic in Merseburg .","On December 9 , 1979 , Carl von Basedow died at the Otto - Müller - Clinic in Merseburg as a result of a severe lung complaint .",0
"The legacy of the Aldenata , also known as the Posleen War Series , is the fictitious universe of one of the military science - fiction - series by John Ringo .","The heritage of the Aldenata , also known as the Posleen War Series , is the military universe of one of the fictional science - fiction - series by John Ringo .",0
"He was born in Toledo , Ohio , grew up in Minneapolis , Minnesota , and visited the High School for Recording Arts in St. Paul , Minnesota .","He was born in Toledo , Ohio , grew up in St. Paul , Minnesota , and attended the High School for Reception Arts in Minneapolis , Minnesota .",0
"Goodwillie came from Blackburn Rovers , Andy Halliday from Middlesbrough , Andy Keogh from Millwall and Tony McMahon from Sheffield United .",David Goodwillie came in from Blackburn Rovers ; Andy Halliday from Middlesbrough ; Andy Keogh from Millwall ; and Tony McMahon from Sheffield United .,1
"It is located north of New Hempstead , east of Harriman State Park , north of Monsey and west of Mount Ivy .","It is north of New Hempstead to the east of Harriman State Park , north of Monsey and west of Mount Ivy .",1
"Spooner formed the rock band Erikson in 1974 with two fellow musicians in Madison , Wisconsin .","Spooner founded the rock band Erikson with two fellow musicians in Madison , Wisconsin in 1974 .",1
The name `` Macaire '' appears to have several claims to origin : it was a male or female name and is currently considered a male name .,The name `` Macaire '' seems to have several claims of origin : it was a male name and is currently considered a male or female name .,0
Every report that was updated in February 2011 contains data for the completed school year .,"Each report , which was completed in February 2011 , contains data for the school year that is updated .",0
"At the end of his term , Hurtado left Spain to return to Lima , where he died in 1609 .","At the end of his term , Hurtado Lima left to return to Spain , where he died in 1609 .",0
"Martin ( Javier De Pietro ) is a 16-year-old young student who is attracted to his coach , Sebastián .",Martin ( Sebastián ) is a 16-year-old young student who is attracted by his coach Javier De Pietro .,0
They are sometimes consumed with beer and are often a bar snack .,They are often consumed with beer and are sometimes a snack .,0
"The official language is Bhojpuri , while the local language is Hindi .",Bhojpuri is the local language and the official language is Hindi .,0
"KXLF lost ABC programming in 1955 ; soon afterward , the station added DuMont when it shut down .","In 1955 , KXLF added ABC programming , soon the DuMont station was lost when it was shut down .",0
"In 1938 , under pressure from Japan , Germany ended its support for China , and Falkenhausen had to withdraw from China .","In 1938 Germany , under pressure from Japan , ended its support for China and Falkenhausen was forced to withdraw from China .",1
"Dick Stockton defeated Arthur Ashe , 6 : 3 , 6 : 2 .","Arthur Ashe defeated Dick Stockton , 6 -- 3 , 6 -- 2 .",0
"It was first successfully concluded on 26 March 2012 by a 12-year-old American , Tom Schaar .","It was successfully completed first by a 12-year-old American , Tom Schaar , on March 26 , 2012 .",1
"Sofia Ulrika Liljegren , married surname `` Uttini '' , ( 1765 -- December 6 , 1795 ) , was a Swedish-Finnish soprano .","Ulrika Liljegren , Sofia , married , surname `` Uttini '' , ( 1765 -- 6 December 1795 ) , was a Swedish - Finnish soprano .",1
"He played the Montreux Jazz Festival in Switzerland in 1981 and met John McLaughlin , Billy Cobham , who popularized him with Michael Brecker and other fusion stars .","He played the Montreux Jazz festival in Switzerland in 1981 and met Michael Brecker who introduced him to John McLaughlin , Billy Cobham and other fusion stars .",0
Two other sons were born here : Louis in 1882 and Fred in 1884 .,Here two more sons were born : 1882 Fred and 1884 Louis .,0
Codice 13 is also a compiler - magic - function of oxygene that is not a real function and is rolled up to conditional statements at compile time .,Codice 13 is also a compiler - magic - function of oxygene that is not a conditional function and is rolled back to real statements at compile time .,0
This international game is made for the Germans and the pressure of worldwide authority certainly played .,This world game is made for the Germans and has certainly played the pressure of international authority .,1
The Borcut River is a tributary of the Colnici River in Romania .,The Borcut River is a tributary of the River Colnici in Romania .,1
"From then on , `` transferable chieftains were replaced by permanent officials , '' formally appointed by the Ming court .","From then on , “ transferable chieftains ” were replaced by permanent officials , formally appointed by the Ming Court .",1
Seon is a municipality in the district of Lenzburg in the canton of Aargau in Switzerland .,"Seon is a municipality in the Aargau district of the canton of Lenzburg , Switzerland .",0
"Parmele was signed by the Cleveland Browns on August 3 , 2015 . On August 31 , 2015 , he was released by the team .","Parmele was released from the Cleveland Browns on August 3 , 2015 , and was signed by the team on 31 August 2015 .",0
"Lorenzo Giuntini married Susannah Louisa Barnett in Frome , Somerset on September 11 , 1866 and got 8 children .","Susannah Louisa Barnett married Lorenzo Giuntini on 11 September 1866 in Frome , Somerset and had 8 children .",1
"Professor Gilbert was survived by his wife , Ingrid , whom he married in 1967 , and their daughters , Michelle and Fiona .","Professor Gilbert was survived by his wife Fiona , whom he married in 1967 , and whose daughters Michelle and Ingrid survived .",0
Cory S. Sheffield described the species in 2013 and named the specific name in honor of Noam Chomsky .,"Cory S. Sheffield described the species in 2013 , naming the specific name in honor of Noam Chomsky .",1
Duff Twysden was played by Fiona Fullerton in the miniseries '' Hemingway `` in 1988 with Stacy Keach .,"In the miniseries '' Hemingway `` of 1988 with Fiona Fullerton , Duff Twysden was played by Stacy Keach .",0
"Alexandra Prince was born in Hamburg , Germany . Her father is German and her mother is Brazilian .","Alexandra Prince was born in Hamburg , her father is Brazilian and her mother German .",0
"The legend of Hallowdega is a 2010 black comedy Fantasy Mockumentary short film , directed by Terry Gilliam of a script by Aaron Bergeron .","The Legend of Hallowdega is a 2010 black comedy fantasy mockumentary short film , directed by Aaron Bergeron from a screenplay by Terry Gilliam .",0
"Rosemary Casals defeated Nancy Richey 3 -- 6 , 6 -- 1 , 7 -- 5 - 5","Rosemary Casals defeated Nancy Richey 3 -- 6 , 6 -- 1 , 7 -- 5",0
